year, month, day, latitude, longitude, temperature, wind_speed, wind_direction
2018, 04, 10, 44.47, 13.29, 13, 2, 350
2018, 04, 11, 48.52, 16.32, 10, 2, 10
2018, 04, 12, 52.18, 16.50, 12, 4, 350
2018, 04, 13, 54.45, 17.34, 13, 3, 305
2018, 04, 14, 56.29, 21.45, 7, 2, 260
2018, 04, 15, 57.50, 26.01, 9, 1, 110
2018, 04, 16, 58.20, 27.39, 10, 2, 260
2018, 04, 17, 58.20, 27.39, 4, 5, 170
2018, 04, 23, 58.20, 27.39, 5, 5, 310
2018, 04, 30, 58.20, 27.39, 9, 6, 355
2018, 05, 07, 58.20, 27.39, 11, 3, 160
2018, 05, 14, 58.20, 27.39, 16, 2, 50
2018, 05, 21, 58.20, 27.39, 16, 3, 310
2018, 05, 28, 58.20, 27.39, 15, 3, 290
2018, 06, 04, 58.20, 27.39, 10, 6, 150
2018, 06, 11, 58.20, 27.39, 16, 3, 200
2018, 06, 18, 58.20, 27.39, 15, 4, 225
2018, 06, 25, 58.20, 27.39, 14, 2, 290
2018, 07, 02, 58.20, 27.39, 12, 1, 250
2018, 07, 09, 58.20, 27.39, 16, 1, 90
2018, 07, 16, 58.20, 27.39, 21, 4, 20
2018, 07, 23, 58.20, 27.39, 20, 2, 330
2018, 07, 30, 58.20, 27.39, 21, 3, 320
2018, 08, 06, 58.20, 27.39, 17, 5, 170
2018, 08, 13, 58.20, 27.39, 13, 3, 210
2018, 08, 20, 58.20, 27.39, 15, 6, 165
2018, 08, 25, 58.20, 27.39, 15, 2, 165
2018, 08, 26, 56.18, 28.16, 14, 2, 140
2018, 08, 27, 54.48, 28.34, 14, 2, 90
2018, 08, 28, 53.13, 30.14, 15, 2, 140
2018, 08, 29, 50.38, 31.49, 15, 3, 115
2018, 08, 30, 47.33, 32.36, 17, 2, 120
2018, 08, 31, 46.09, 33.01, 23, 3, 85
2018, 09, 01, 46.09, 33.01, 21, 4, 30
2018, 09, 03, 46.09, 33.01, 21, 4, 20
2018, 09, 10, 46.09, 33.01, 18, 2, 250
2018, 09, 11, 46.09, 33.01, 19, 2, 300
2018, 09, 12, 44.57, 29.21, 17, 2, 5
2018, 09, 13, 41.03, 26.33, 16, 1, 195
2018, 09, 14, 37.39, 26.09, 22, 2, 115
2018, 09, 15, 29.39, 28.39, 22, 1, 145
2018, 09, 16, 23.41, 29.04, 26, 4, 110
2018, 09, 17, 18.55, 26.26, 26, 5, 65
2018, 09, 18, 14.18, 23.28, 22, 2, 40
2018, 09, 19, 11.59, 21.57, 24, 0, 0
2018, 09, 20, 9.59, 20.42, 24, 2, 280
2018, 09, 21, 7.37, 19.40, 24, 2, 210
2018, 09, 22, 4.56, 18.47, 23, 1, 250
2018, 09, 23, 3.22, 18.05, 23, 1, 0
2018, 09, 24, 2.08, 17.11, 21, 1, 165
2018, 09, 25, -0.06, 15.49, 23, 2, 210
2018, 09, 26, -2.30, 13.43, 22, 2, 205
2018, 09, 27, -4.12, 14.13, 22, 1, 235
2018, 09, 28, -4.11, 14.06, 24, 2, 190
2018, 09, 29, -4.23, 14.02, 22, 3, 245
2018, 09, 30, -4.32, 13.59, 22, 2, 230
2018, 10, 01, -4.43, 13.54, 22, 2, 230
2018, 10, 02, -4.48, 13.50, 23, 1, 220
2018, 10, 03, -4.55, 13.44, 21, 2, 235
2018, 10, 04, -5.06, 13.39, 22, 2, 215
2018, 10, 05, -5.17, 13.36, 23, 2, 225
2018, 10, 06, -5.17, 13.26, 22, 2, 180
2018, 10, 08, -5.17, 13.26, 23, 2, 230
2018, 10, 15, -5.17, 13.26, 23, 2, 210
2018, 10, 22, -5.17, 13.26, 25, 1, 270
2018, 10, 29, -5.17, 13.26, 24, 2, 185
2018, 11, 05, -5.17, 13.26, 24, 2, 215
2018, 11, 12, -5.17, 13.26, 24, 2, 200
2018, 11, 19, -5.17, 13.26, 24, 2, 250
2018, 11, 26, -5.17, 13.26, 25, 2, 195
2018, 12, 03, -5.17, 13.26, 24, 1, 170
2018, 12, 10, -5.17, 13.26, 24, 2, 180
2018, 12, 17, -5.17, 13.26, 23, 0, 0
2018, 12, 24, -5.17, 13.26, 25, 2, 210
2018, 12, 31, -5.17, 13.26, 24, 1, 30 
